Indicator,Year,State,Age,Race,Sex,Cases,Rate per 100000,Population,total_STD,STD_per_100000
AIDS prevalence,2008,Florida,Ages 13 years and older,All races/ethnicities,Both sexes,48506.0,312.8,15508944.0,96451.0,621.9056565037567
HIV prevalence,2020,Florida,Ages 13 years and older,All races/ethnicities,Both sexes,114541.0,612.5,18701925.0,140761.0,752.6551411151527
HIV prevalence,2019,Florida,Ages 13 years and older,All races/ethnicities,Both sexes,113305.0,613.7,18463032.0,147526.0,799.0345247736125
HIV prevalence,2018,Florida,Ages 13 years and older,All races/ethnicities,Both sexes,111068.0,609.3,18228098.0,144153.0,790.8285329604878
HIV prevalence,2017,Florida,Ages 13 years and older,All races/ethnicities,Both sexes,109043.0,606.8,17969258.0,137067.0,762.786087216289
HIV prevalence,2016,Florida,Ages 13 years and older,All races/ethnicities,Both sexes,106477.0,603.2,17652833.0,127870.0,724.3596537734198
HIV prevalence,2015,Florida,Ages 13 years and older,All races/ethnicities,Both sexes,104052.0,601.5,17298886.0,118900.0,687.3274961173801
HIV prevalence,2014,Florida,Ages 13 years and older,All races/ethnicities,Both sexes,100341.0,591.1,16975868.0,108694.0,640.285374509274
HIV prevalence,2013,Florida,Ages 13 years and older,All races/ethnicities,Both sexes,96312.0,576.8,16696724.0,103966.0,622.6730465209822
HIV prevalence,2012,Florida,Ages 13 years and older,All races/ethnicities,Both sexes,94099.0,571.9,16455096.0,99764.0,606.2802672193465
HIV prevalence,2011,Florida,Ages 13 years and older,All races/ethnicities,Both sexes,89859.0,554.0,16220325.0,98074.0,604.6364669018654
HIV prevalence,2010,Florida,Ages 13 years and older,All races/ethnicities,Both sexes,87668.0,547.3,16018853.0,97267.0,607.2032747912725
HIV prevalence,2009,Florida,Ages 13 years and older,All races/ethnicities,Both sexes,87565.0,560.8,15614290.0,95956.0,614.5396300440174
HIV prevalence,2008,Florida,Ages 13 years and older,All races/ethnicities,Both sexes,84686.0,546.0,15508944.0,96451.0,621.9056565037567
Gonorrhea,2020,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,23420.0,264.9,8840489.0,87638.0,991.3252536143646
Gonorrhea,2019,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,21224.0,240.1,8840489.0,92311.0,1044.1843205732173
Gonorrhea,2018,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,20836.0,238.7,8728144.0,89772.0,1028.5348179406756
Gonorrhea,2017,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,22638.0,262.5,8623922.0,90354.0,1047.713557706111
Gonorrhea,2016,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,20503.0,240.8,8513644.0,85773.0,1007.476939369323
Gonorrhea,2015,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,15947.0,190.0,8394503.0,76396.0,910.071745760291
Gonorrhea,2014,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,13741.0,165.8,8286248.0,67907.0,819.5144533448674
Gonorrhea,2013,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,14219.0,173.7,8186793.0,67022.0,818.6600052059458
Gonorrhea,2012,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,15297.0,188.7,8106263.0,69143.0,852.9577685796772
Gonorrhea,2011,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,16407.0,205.0,8003987.0,71835.0,897.4902133149393
Gonorrhea,2010,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,15814.0,199.9,7912888.0,62271.0,786.9566711926163
Gonorrhea,2009,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,13603.0,171.4,7937126.0,54856.0,691.1317774217015
Gonorrhea,2008,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,16163.0,206.5,7826864.0,59892.0,765.2106897475157
Chlamydia,2020,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,62499.0,707.0,8840489.0,87638.0,991.3252536143646
Chlamydia,2019,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,67604.0,764.7,8840489.0,92311.0,1044.1843205732173
Chlamydia,2018,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,65813.0,754.0,8728144.0,89772.0,1028.5348179406756
Chlamydia,2017,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,65009.0,753.8,8623922.0,90354.0,1047.713557706111
Chlamydia,2016,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,62657.0,736.0,8513644.0,85773.0,1007.476939369323
Chlamydia,2015,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,57559.0,685.7,8394503.0,76396.0,910.071745760291
Chlamydia,2014,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,51854.0,625.8,8286248.0,67907.0,819.5144533448674
Chlamydia,2013,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,50923.0,622.0,8186793.0,67022.0,818.6600052059458
Chlamydia,2012,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,52270.0,644.8,8106263.0,69143.0,852.9577685796772
Chlamydia,2011,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,54314.0,678.6,8003987.0,71835.0,897.4902133149393
Chlamydia,2010,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,45026.0,569.0,7912888.0,62271.0,786.9566711926163
Chlamydia,2009,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,39533.0,498.1,7937126.0,54856.0,691.1317774217015
Chlamydia,2008,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,42255.0,539.9,7826864.0,59892.0,765.2106897475157
"Early Non-Primary, Non-Secondary Syphilis",2020,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,1719.0,19.4,8840489.0,87638.0,991.3252536143646
"Early Non-Primary, Non-Secondary Syphilis",2019,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,1733.0,19.6,8840489.0,92311.0,1044.1843205732173
"Early Non-Primary, Non-Secondary Syphilis",2018,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,1517.0,17.4,8728144.0,89772.0,1028.5348179406756
"Early Non-Primary, Non-Secondary Syphilis",2017,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,1218.0,14.1,8623922.0,90354.0,1047.713557706111
"Early Non-Primary, Non-Secondary Syphilis",2016,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,1263.0,14.8,8513644.0,85773.0,1007.476939369323
"Early Non-Primary, Non-Secondary Syphilis",2015,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,1477.0,17.6,8394503.0,76396.0,910.071745760291
"Early Non-Primary, Non-Secondary Syphilis",2014,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,1078.0,13.0,8286248.0,67907.0,819.5144533448674
"Early Non-Primary, Non-Secondary Syphilis",2013,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,863.0,10.5,8186793.0,67022.0,818.6600052059458
"Early Non-Primary, Non-Secondary Syphilis",2012,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,639.0,7.9,8106263.0,69143.0,852.9577685796772
"Early Non-Primary, Non-Secondary Syphilis",2011,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,436.0,5.4,8003987.0,71835.0,897.4902133149393
"Early Non-Primary, Non-Secondary Syphilis",2010,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,636.0,8.0,7912888.0,62271.0,786.9566711926163
"Early Non-Primary, Non-Secondary Syphilis",2009,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,767.0,9.7,7937126.0,54856.0,691.1317774217015
"Early Non-Primary, Non-Secondary Syphilis",2008,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,562.0,7.2,7826864.0,59892.0,765.2106897475157
Primary and Secondary Syphilis,2020,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,,,8840489.0,87638.0,991.3252536143646
Primary and Secondary Syphilis,2019,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,1750.0,19.8,8840489.0,92311.0,1044.1843205732173
Primary and Secondary Syphilis,2018,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,1606.0,18.4,8728144.0,89772.0,1028.5348179406756
Primary and Secondary Syphilis,2017,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,1489.0,17.3,8623922.0,90354.0,1047.713557706111
Primary and Secondary Syphilis,2016,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,1350.0,15.9,8513644.0,85773.0,1007.476939369323
Primary and Secondary Syphilis,2015,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,1413.0,16.8,8394503.0,76396.0,910.071745760291
Primary and Secondary Syphilis,2014,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,1234.0,14.9,8286248.0,67907.0,819.5144533448674
Primary and Secondary Syphilis,2013,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,1017.0,12.4,8186793.0,67022.0,818.6600052059458
Primary and Secondary Syphilis,2012,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,937.0,11.6,8106263.0,69143.0,852.9577685796772
Primary and Secondary Syphilis,2011,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,678.0,8.5,8003987.0,71835.0,897.4902133149393
Primary and Secondary Syphilis,2010,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,795.0,10.0,7912888.0,62271.0,786.9566711926163
Primary and Secondary Syphilis,2009,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,953.0,12.0,7937126.0,54856.0,691.1317774217015
Primary and Secondary Syphilis,2008,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,912.0,11.7,7826864.0,59892.0,765.2106897475157
AIDS prevalence,2020,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,28297.0,316.3,8945129.0,87638.0,979.728743990165
AIDS prevalence,2019,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,27942.0,315.7,8850817.0,92311.0,1042.9658640552618
AIDS prevalence,2018,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,27420.0,313.9,8734638.0,89772.0,1027.7701262490787
AIDS prevalence,2017,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,26770.0,310.2,8628924.0,90354.0,1047.1062208915039
AIDS prevalence,2016,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,25919.0,304.3,8518147.0,85773.0,1006.9443506903555
AIDS prevalence,2015,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,25518.0,303.9,8398181.0,76396.0,909.6731780370059
AIDS prevalence,2014,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,24985.0,301.4,8289125.0,67907.0,819.2300152307994
AIDS prevalence,2013,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,25833.0,315.5,8189042.0,67022.0,818.4351722704561
AIDS prevalence,2012,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,23613.0,291.2,8107803.0,69143.0,852.7957573710165
AIDS prevalence,2011,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,22424.0,280.1,8004809.0,71835.0,897.3980515962342
AIDS prevalence,2010,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,21838.0,276.0,7913103.0,62271.0,786.9352894812565
AIDS prevalence,2009,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,18655.0,235.0,7937181.0,54856.0,691.1269882846316
AIDS prevalence,2008,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,17533.0,224.0,7826920.0,59892.0,765.2052148226888
HIV prevalence,2020,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,57561.0,643.5,8945129.0,87638.0,979.728743990165
HIV prevalence,2019,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,56486.0,638.2,8850817.0,92311.0,1042.9658640552618
HIV prevalence,2018,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,54668.0,625.9,8734638.0,89772.0,1027.7701262490787
HIV prevalence,2017,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,52702.0,610.8,8628924.0,90354.0,1047.1062208915039
HIV prevalence,2016,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,50662.0,594.8,8518147.0,85773.0,1006.9443506903555
HIV prevalence,2015,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,48916.0,582.5,8398181.0,76396.0,909.6731780370059
HIV prevalence,2014,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,46983.0,566.8,8289125.0,67907.0,819.2300152307994
HIV prevalence,2013,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,47364.0,578.4,8189042.0,67022.0,818.4351722704561
HIV prevalence,2012,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,43549.0,537.1,8107803.0,69143.0,852.7957573710165
HIV prevalence,2011,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,41397.0,517.2,8004809.0,71835.0,897.3980515962342
HIV prevalence,2010,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,40154.0,507.4,7913103.0,62271.0,786.9352894812565
HIV prevalence,2009,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,33575.0,423.0,7937181.0,54856.0,691.1269882846316
HIV prevalence,2008,Georgia,Ages 13 years and older,All races/ethnicities,Both sexes,31510.0,402.6,7826920.0,59892.0,765.2052148226888
Gonorrhea,2020,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,1477.0,123.6,1194872.0,8740.0,731.4591018954332
Gonorrhea,2019,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,1490.0,124.7,1194872.0,9785.0,818.9161684264088
Gonorrhea,2018,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,1488.0,124.3,1197138.0,9386.0,784.0365939432213
Gonorrhea,2017,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,1354.0,112.9,1198979.0,8345.0,696.0088542001153
Gonorrhea,2016,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,1463.0,121.9,1200133.0,8546.0,712.0877436084168
Gonorrhea,2015,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,1229.0,103.0,1193564.0,8436.0,706.7907544128342
Gonorrhea,2014,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,1017.0,85.7,1186903.0,7516.0,633.2446712157606
Gonorrhea,2013,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,718.0,60.8,1180480.0,7413.0,627.9648956356737
Gonorrhea,2012,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,813.0,69.6,1168855.0,7173.0,613.6774877978877
Gonorrhea,2011,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,685.0,59.3,1155996.0,6704.0,579.9328025356489
Gonorrhea,2010,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,757.0,66.2,1144085.0,6808.0,595.06068168012
Gonorrhea,2009,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,631.0,58.3,1083033.0,6697.0,618.3560427059933
Gonorrhea,2008,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,602.0,55.9,1077788.0,6604.0,612.7364565202062
Chlamydia,2020,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,6991.0,585.1,1194872.0,8740.0,731.4591018954332
Chlamydia,2019,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,8080.0,676.2,1194872.0,9785.0,818.9161684264088
Chlamydia,2018,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,7719.0,644.8,1197138.0,9386.0,784.0365939432213
Chlamydia,2017,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,6839.0,570.4,1198979.0,8345.0,696.0088542001153
Chlamydia,2016,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,6882.0,573.4,1200133.0,8546.0,712.0877436084168
Chlamydia,2015,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,7060.0,591.5,1193564.0,8436.0,706.7907544128342
Chlamydia,2014,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,6406.0,539.7,1186903.0,7516.0,633.2446712157606
Chlamydia,2013,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,6627.0,561.4,1180480.0,7413.0,627.9648956356737
Chlamydia,2012,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,6328.0,541.4,1168855.0,7173.0,613.6774877978877
Chlamydia,2011,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,6000.0,519.0,1155996.0,6704.0,579.9328025356489
Chlamydia,2010,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,6001.0,524.5,1144085.0,6808.0,595.06068168012
Chlamydia,2009,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,6018.0,555.7,1083033.0,6697.0,618.3560427059933
Chlamydia,2008,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,5964.0,553.4,1077788.0,6604.0,612.7364565202062
"Early Non-Primary, Non-Secondary Syphilis",2020,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,90.0,7.5,1194872.0,8740.0,731.4591018954332
"Early Non-Primary, Non-Secondary Syphilis",2019,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,95.0,8.0,1194872.0,9785.0,818.9161684264088
"Early Non-Primary, Non-Secondary Syphilis",2018,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,87.0,7.3,1197138.0,9386.0,784.0365939432213
"Early Non-Primary, Non-Secondary Syphilis",2017,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,58.0,4.8,1198979.0,8345.0,696.0088542001153
"Early Non-Primary, Non-Secondary Syphilis",2016,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,89.0,7.4,1200133.0,8546.0,712.0877436084168
"Early Non-Primary, Non-Secondary Syphilis",2015,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,56.0,4.7,1193564.0,8436.0,706.7907544128342
"Early Non-Primary, Non-Secondary Syphilis",2014,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,25.0,2.1,1186903.0,7516.0,633.2446712157606
"Early Non-Primary, Non-Secondary Syphilis",2013,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,22.0,1.9,1180480.0,7413.0,627.9648956356737
"Early Non-Primary, Non-Secondary Syphilis",2012,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,9.0,0.8,1168855.0,7173.0,613.6774877978877
"Early Non-Primary, Non-Secondary Syphilis",2011,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,5.0,0.4,1155996.0,6704.0,579.9328025356489
"Early Non-Primary, Non-Secondary Syphilis",2010,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,15.0,1.3,1144085.0,6808.0,595.06068168012
"Early Non-Primary, Non-Secondary Syphilis",2009,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,15.0,1.4,1083033.0,6697.0,618.3560427059933
"Early Non-Primary, Non-Secondary Syphilis",2008,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,9.0,0.8,1077788.0,6604.0,612.7364565202062
Primary and Secondary Syphilis,2020,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,182.0,15.2,1194872.0,8740.0,731.4591018954332
Primary and Secondary Syphilis,2019,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,120.0,10.0,1194872.0,9785.0,818.9161684264088
Primary and Secondary Syphilis,2018,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,92.0,7.7,1197138.0,9386.0,784.0365939432213
Primary and Secondary Syphilis,2017,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,94.0,7.8,1198979.0,8345.0,696.0088542001153
Primary and Secondary Syphilis,2016,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,112.0,9.3,1200133.0,8546.0,712.0877436084168
Primary and Secondary Syphilis,2015,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,91.0,7.6,1193564.0,8436.0,706.7907544128342
Primary and Secondary Syphilis,2014,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,68.0,5.7,1186903.0,7516.0,633.2446712157606
Primary and Secondary Syphilis,2013,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,46.0,3.9,1180480.0,7413.0,627.9648956356737
Primary and Secondary Syphilis,2012,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,23.0,2.0,1168855.0,7173.0,613.6774877978877
Primary and Secondary Syphilis,2011,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,14.0,1.2,1155996.0,6704.0,579.9328025356489
Primary and Secondary Syphilis,2010,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,35.0,3.1,1144085.0,6808.0,595.06068168012
Primary and Secondary Syphilis,2009,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,33.0,3.0,1083033.0,6697.0,618.3560427059933
Primary and Secondary Syphilis,2008,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,29.0,2.7,1077788.0,6604.0,612.7364565202062
AIDS prevalence,2020,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,1327.0,111.7,1187616.0,8740.0,735.9281114434295
AIDS prevalence,2019,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,1331.0,111.5,1193210.0,9785.0,820.0568215150727
AIDS prevalence,2018,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,1343.0,112.1,1197989.0,9386.0,783.4796479767343
AIDS prevalence,2017,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,1382.0,115.2,1199149.0,8345.0,695.9101829714239
AIDS prevalence,2016,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,1389.0,115.7,1200346.0,8546.0,711.9613844674785
AIDS prevalence,2015,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,1420.0,118.9,1193786.0,8436.0,706.6593174991162
AIDS prevalence,2014,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,1439.0,121.2,1187177.0,7516.0,633.0985185865292
AIDS prevalence,2013,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,1443.0,122.2,1180740.0,7413.0,627.8266172061589
AIDS prevalence,2012,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,1403.0,120.0,1169051.0,7173.0,613.5746002526836
AIDS prevalence,2011,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,1427.0,123.4,1156156.0,6704.0,579.8525458502139
AIDS prevalence,2010,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,1452.0,126.9,1144121.0,6808.0,595.0419579747247
AIDS prevalence,2009,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,1250.0,115.4,1083032.0,6697.0,618.3566136549982
AIDS prevalence,2008,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,1214.0,112.6,1077785.0,6604.0,612.7381620638625
HIV prevalence,2020,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,2380.0,200.4,1187616.0,8740.0,735.9281114434295
HIV prevalence,2019,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,2359.0,197.7,1193210.0,9785.0,820.0568215150727
HIV prevalence,2018,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,2345.0,195.7,1197989.0,9386.0,783.4796479767343
HIV prevalence,2017,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,2400.0,200.1,1199149.0,8345.0,695.9101829714239
HIV prevalence,2016,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,2406.0,200.4,1200346.0,8546.0,711.9613844674785
HIV prevalence,2015,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,2425.0,203.1,1193786.0,8436.0,706.6593174991162
HIV prevalence,2014,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,2375.0,200.1,1187177.0,7516.0,633.0985185865292
HIV prevalence,2013,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,2350.0,199.0,1180740.0,7413.0,627.8266172061589
HIV prevalence,2012,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,2291.0,196.0,1169051.0,7173.0,613.5746002526836
HIV prevalence,2011,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,2309.0,199.7,1156156.0,6704.0,579.8525458502139
HIV prevalence,2010,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,2321.0,202.9,1144121.0,6808.0,595.0419579747247
HIV prevalence,2009,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,1993.0,184.0,1083032.0,6697.0,618.3566136549982
HIV prevalence,2008,Hawaii,Ages 13 years and older,All races/ethnicities,Both sexes,1939.0,179.9,1077785.0,6604.0,612.7381620638625
Gonorrhea,2020,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,1478.0,100.6,1468639.0,7840.0,533.8275777777928
Gonorrhea,2019,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,1487.0,101.3,1468639.0,8428.0,573.8646461111274
Gonorrhea,2018,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,1133.0,79.0,1433602.0,7781.0,542.7587294102548
Gonorrhea,2017,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,978.0,69.8,1401422.0,7272.0,518.9015157461492
Gonorrhea,2016,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,635.0,46.4,1368722.0,6610.0,482.93225359130633
Gonorrhea,2015,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,471.0,35.2,1339601.0,6180.0,461.33139643819317
Gonorrhea,2014,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,443.0,33.5,1320548.0,5906.0,447.2385706540012
Gonorrhea,2013,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,208.0,16.0,1300743.0,5645.0,433.9827314081259
Gonorrhea,2012,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,166.0,12.9,1283850.0,4755.0,370.3703703703704
Gonorrhea,2011,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,162.0,12.7,1270751.0,4863.0,382.6870881864346
Gonorrhea,2010,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,146.0,11.6,1256862.0,4352.0,346.2591756294645
Gonorrhea,2009,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,108.0,8.7,1238057.0,3935.0,317.83673934237277
Gonorrhea,2008,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,186.0,15.2,1223514.0,4377.0,357.7400830722002
Chlamydia,2020,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,6260.0,426.2,1468639.0,7840.0,533.8275777777928
Chlamydia,2019,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,6854.0,466.7,1468639.0,8428.0,573.8646461111274
Chlamydia,2018,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,6569.0,458.2,1433602.0,7781.0,542.7587294102548
Chlamydia,2017,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,6193.0,441.9,1401422.0,7272.0,518.9015157461492
Chlamydia,2016,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,5892.0,430.5,1368722.0,6610.0,482.93225359130633
Chlamydia,2015,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,5628.0,420.1,1339601.0,6180.0,461.33139643819317
Chlamydia,2014,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,5439.0,411.9,1320548.0,5906.0,447.2385706540012
Chlamydia,2013,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,5416.0,416.4,1300743.0,5645.0,433.9827314081259
Chlamydia,2012,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,4542.0,353.8,1283850.0,4755.0,370.3703703703704
Chlamydia,2011,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,4677.0,368.1,1270751.0,4863.0,382.6870881864346
Chlamydia,2010,Idaho,Ages 13 years and older,All races/ethnicities,Both sexes,4196.0,333.8,1256862.0,4352.0,346.2591756294645
