"Date Printed: Friday, April 21, 2023 1:27:55 AM"
Title: "AIDS prevalence | Chlamydia | Early Non-Primary, Non-Secondary Syphilis | Gonorrhea | HIV prevalence | Primary and Secondary Syphilis | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | 2020 (COVID-19 Pandemic) | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Both sexes | Ages 13 years and older"
Footnote(s): Data for years 2021 and 2022 are preliminary (subject to a 12-month reporting delay). Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Inclusion of 2020 through 2022 data in trend assessments is discouraged. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.
Prevalence data for the year 2020 are preliminary and based on death data received by CDC as of December 2021. Prevalence data prior to 2010 are based on residence at diagnosis; prevalence data from 2010 to present are based on most recent known address. See Technical Notes for death reporting by jurisdiction.
^ Jurisdiction with incomplete reporting of deaths for most recent year.
NA - Not Applicable.



Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Rate per 100000,Population
"Gonorrhea","2020 (COVID-19 Pandemic)","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","9,683","199.1","4,862,416"
"Gonorrhea","2019","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","9,567","196.8","4,862,416"
"Gonorrhea","2018","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","8,892","185.7","4,789,087"
"Gonorrhea","2017","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","8,478","180.1","4,707,520"
"Gonorrhea","2016","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","5,974","129.0","4,630,448"
"Gonorrhea","2015","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","4,386","96.6","4,541,691"
"Gonorrhea","2014","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","3,168","71.2","4,446,433"
"Gonorrhea","2013","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","2,818","64.5","4,366,662"
"Gonorrhea","2012","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","2,822","65.8","4,289,952"
"Gonorrhea","2011","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","2,360","55.9","4,220,237"
"Gonorrhea","2010","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","2,786","67.1","4,151,458"
"Gonorrhea","2009","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","2,823","68.5","4,120,960"
"Gonorrhea","2008","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","3,749","92.6","4,049,660"
"Chlamydia","2020 (COVID-19 Pandemic)","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","26,126","537.3","4,862,416"
"Chlamydia","2019","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","29,811","613.1","4,862,416"
"Chlamydia","2018","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","29,111","607.9","4,789,087"
"Chlamydia","2017","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","26,985","573.2","4,707,520"
"Chlamydia","2016","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","25,555","551.9","4,630,448"
"Chlamydia","2015","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","23,845","525.0","4,541,691"
"Chlamydia","2014","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","21,848","491.4","4,446,433"
"Chlamydia","2013","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","20,376","466.6","4,366,662"
"Chlamydia","2012","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","21,620","504.0","4,289,952"
"Chlamydia","2011","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","21,791","516.3","4,220,237"
"Chlamydia","2010","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","19,420","467.8","4,151,458"
"Chlamydia","2009","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","19,953","484.2","4,120,960"
"Chlamydia","2008","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","19,106","471.8","4,049,660"
"Early Non-Primary, Non-Secondary Syphilis","2020 (COVID-19 Pandemic)","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","519","10.7","4,862,416"
"Early Non-Primary, Non-Secondary Syphilis","2019","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","453","9.3","4,862,416"
"Early Non-Primary, Non-Secondary Syphilis","2018","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","361","7.5","4,789,087"
"Early Non-Primary, Non-Secondary Syphilis","2017","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","281","6.0","4,707,520"
"Early Non-Primary, Non-Secondary Syphilis","2016","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","274","5.9","4,630,448"
"Early Non-Primary, Non-Secondary Syphilis","2015","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","212","4.7","4,541,691"
"Early Non-Primary, Non-Secondary Syphilis","2014","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","164","3.7","4,446,433"
"Early Non-Primary, Non-Secondary Syphilis","2013","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","195","4.5","4,366,662"
"Early Non-Primary, Non-Secondary Syphilis","2012","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","194","4.5","4,289,952"
"Early Non-Primary, Non-Secondary Syphilis","2011","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","154","3.6","4,220,237"
"Early Non-Primary, Non-Secondary Syphilis","2010","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","129","3.1","4,151,458"
"Early Non-Primary, Non-Secondary Syphilis","2009","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","63","1.5","4,120,960"
"Early Non-Primary, Non-Secondary Syphilis","2008","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","89","2.2","4,049,660"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","640","13.2","4,862,416"
"Primary and Secondary Syphilis","2019","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","485","10.0","4,862,416"
"Primary and Secondary Syphilis","2018","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","337","7.0","4,789,087"
"Primary and Secondary Syphilis","2017","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","291","6.2","4,707,520"
"Primary and Secondary Syphilis","2016","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","250","5.4","4,630,448"
"Primary and Secondary Syphilis","2015","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","245","5.4","4,541,691"
"Primary and Secondary Syphilis","2014","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","186","4.2","4,446,433"
"Primary and Secondary Syphilis","2013","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","163","3.7","4,366,662"
"Primary and Secondary Syphilis","2012","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","208","4.8","4,289,952"
"Primary and Secondary Syphilis","2011","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","133","3.2","4,220,237"
"Primary and Secondary Syphilis","2010","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","138","3.3","4,151,458"
"Primary and Secondary Syphilis","2009","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","105","2.5","4,120,960"
"Primary and Secondary Syphilis","2008","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","126","3.1","4,049,660"
"AIDS prevalence","2020 (COVID-19 Pandemic)","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","5,575","113.2","4,923,293"
"AIDS prevalence","2019","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","5,537","113.8","4,864,999"
"AIDS prevalence","2018","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","5,427","113.2","4,794,981"
"AIDS prevalence","2017","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","5,302","112.5","4,712,379"
"AIDS prevalence","2016","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","5,285","114.0","4,634,286"
"AIDS prevalence","2015","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","4,963","109.2","4,544,680"
"AIDS prevalence","2014","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","4,804","108.0","4,448,358"
"AIDS prevalence","2013","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","4,696","107.5","4,367,891"
"AIDS prevalence","2012","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","4,618","107.6","4,290,603"
"AIDS prevalence","2011","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","4,504","106.7","4,220,791"
"AIDS prevalence","2010","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","4,334","104.4","4,151,588"
"AIDS prevalence","2009","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","4,385","106.4","4,120,964"
"AIDS prevalence","2008","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","4,211","104.0","4,049,693"
"HIV prevalence","2020 (COVID-19 Pandemic)","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","13,249","269.1","4,923,293"
"HIV prevalence","2019","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","12,995","267.1","4,864,999"
"HIV prevalence","2018","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","12,625","263.3","4,794,981"
"HIV prevalence","2017","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","12,161","258.1","4,712,379"
"HIV prevalence","2016","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","11,857","255.9","4,634,286"
"HIV prevalence","2015","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","11,072","243.6","4,544,680"
"HIV prevalence","2014","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","10,677","240.0","4,448,358"
"HIV prevalence","2013","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","10,359","237.2","4,367,891"
"HIV prevalence","2012","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","10,154","236.7","4,290,603"
"HIV prevalence","2011","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","9,877","234.0","4,220,791"
"HIV prevalence","2010","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","9,580","230.8","4,151,588"
"HIV prevalence","2009","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","10,016","243.0","4,120,964"
"HIV prevalence","2008","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","9,789","241.7","4,049,693"
"Gonorrhea","2020 (COVID-19 Pandemic)","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","4,588","149.8","3,062,902"
"Gonorrhea","2019","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","4,407","143.9","3,062,902"
"Gonorrhea","2018","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","4,945","161.4","3,063,687"
"Gonorrhea","2017","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","3,904","127.6","3,060,286"
"Gonorrhea","2016","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","2,729","89.2","3,059,726"
"Gonorrhea","2015","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","2,084","68.1","3,061,525"
"Gonorrhea","2014","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","2,323","75.9","3,061,675"
"Gonorrhea","2013","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","2,839","93.0","3,054,191"
"Gonorrhea","2012","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","2,128","69.9","3,044,042"
"Gonorrhea","2011","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","2,442","80.6","3,029,911"
"Gonorrhea","2010","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","2,562","85.0","3,013,769"
"Gonorrhea","2009","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","2,547","86.3","2,951,879"
"Gonorrhea","2008","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","2,789","95.1","2,932,803"
"Chlamydia","2020 (COVID-19 Pandemic)","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","12,687","414.2","3,062,902"
"Chlamydia","2019","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","15,247","497.8","3,062,902"
"Chlamydia","2018","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","16,685","544.6","3,063,687"
"Chlamydia","2017","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","17,685","577.9","3,060,286"
"Chlamydia","2016","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","13,882","453.7","3,059,726"
"Chlamydia","2015","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","13,095","427.7","3,061,525"
"Chlamydia","2014","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","13,341","435.7","3,061,675"
"Chlamydia","2013","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","12,734","416.9","3,054,191"
"Chlamydia","2012","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","13,013","427.5","3,044,042"
"Chlamydia","2011","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","13,578","448.1","3,029,911"
"Chlamydia","2010","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","12,589","417.7","3,013,769"
"Chlamydia","2009","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","12,052","408.3","2,951,879"
"Chlamydia","2008","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","12,435","424.0","2,932,803"
"Early Non-Primary, Non-Secondary Syphilis","2020 (COVID-19 Pandemic)","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","3,062,902"
"Early Non-Primary, Non-Secondary Syphilis","2019","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","159","5.2","3,062,902"
"Early Non-Primary, Non-Secondary Syphilis","2018","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","77","2.5","3,063,687"
"Early Non-Primary, Non-Secondary Syphilis","2017","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","145","4.7","3,060,286"
"Early Non-Primary, Non-Secondary Syphilis","2016","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","84","2.7","3,059,726"
"Early Non-Primary, Non-Secondary Syphilis","2015","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","97","3.2","3,061,525"
"Early Non-Primary, Non-Secondary Syphilis","2014","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","62","2.0","3,061,675"
"Early Non-Primary, Non-Secondary Syphilis","2013","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","55","1.8","3,054,191"
"Early Non-Primary, Non-Secondary Syphilis","2012","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","50","1.6","3,044,042"
"Early Non-Primary, Non-Secondary Syphilis","2011","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","57","1.9","3,029,911"
"Early Non-Primary, Non-Secondary Syphilis","2010","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","51","1.7","3,013,769"
"Early Non-Primary, Non-Secondary Syphilis","2009","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","40","1.4","2,951,879"
"Early Non-Primary, Non-Secondary Syphilis","2008","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","28","1.0","2,932,803"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","280","9.1","3,062,902"
"Primary and Secondary Syphilis","2019","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","208","6.8","3,062,902"
"Primary and Secondary Syphilis","2018","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","91","3.0","3,063,687"
"Primary and Secondary Syphilis","2017","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","109","3.6","3,060,286"
"Primary and Secondary Syphilis","2016","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","110","3.6","3,059,726"
"Primary and Secondary Syphilis","2015","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","92","3.0","3,061,525"
"Primary and Secondary Syphilis","2014","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","84","2.7","3,061,675"
"Primary and Secondary Syphilis","2013","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","56","1.8","3,054,191"
"Primary and Secondary Syphilis","2012","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","54","1.8","3,044,042"
"Primary and Secondary Syphilis","2011","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","65","2.1","3,029,911"
"Primary and Secondary Syphilis","2010","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","98","3.3","3,013,769"
"Primary and Secondary Syphilis","2009","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","65","2.2","2,951,879"
"Primary and Secondary Syphilis","2008","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","34","1.2","2,932,803"
"AIDS prevalence","2020 (COVID-19 Pandemic)","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","6,283","205.3","3,060,339"
"AIDS prevalence","2019","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","6,343","207.1","3,063,295"
"AIDS prevalence","2018","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","6,352","207.2","3,066,097"
"AIDS prevalence","2017","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","6,349","207.4","3,061,903"
"AIDS prevalence","2016","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","6,323","206.6","3,061,079"
"AIDS prevalence","2015","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","6,388","208.6","3,062,680"
"AIDS prevalence","2014","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","6,388","208.6","3,062,599"
"AIDS prevalence","2013","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","6,596","215.9","3,054,931"
"AIDS prevalence","2012","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","6,493","213.3","3,044,536"
"AIDS prevalence","2011","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","6,511","214.9","3,030,158"
"AIDS prevalence","2010","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","6,567","217.9","3,013,799"
"AIDS prevalence","2009","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","6,439","218.1","2,951,882"
"AIDS prevalence","2008","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","6,414","218.7","2,932,812"
"HIV prevalence","2020 (COVID-19 Pandemic)","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","10,569","345.4","3,060,339"
"HIV prevalence","2019","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","10,572","345.1","3,063,295"
"HIV prevalence","2018","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","10,453","340.9","3,066,097"
"HIV prevalence","2017","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","10,311","336.8","3,061,903"
"HIV prevalence","2016","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","10,106","330.1","3,061,079"
"HIV prevalence","2015","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","10,116","330.3","3,062,680"
"HIV prevalence","2014","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","9,973","325.6","3,062,599"
"HIV prevalence","2013","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","10,205","334.1","3,054,931"
"HIV prevalence","2012","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","9,951","326.8","3,044,536"
"HIV prevalence","2011","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","9,941","328.1","3,030,158"
"HIV prevalence","2010","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","9,988","331.4","3,013,799"
"HIV prevalence","2009","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","9,285","314.5","2,951,882"
"HIV prevalence","2008","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","9,174","312.8","2,932,812"
"Gonorrhea","2020 (COVID-19 Pandemic)","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","1,501","181.2","828,249"
"Gonorrhea","2019","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","1,613","194.7","828,249"
"Gonorrhea","2018","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","1,689","206.1","819,611"
"Gonorrhea","2017","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","1,783","219.8","811,041"
"Gonorrhea","2016","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","1,702","212.0","802,948"
"Gonorrhea","2015","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","1,308","164.5","795,278"
"Gonorrhea","2014","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","1,279","162.6","786,604"
"Gonorrhea","2013","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","1,390","178.8","777,548"
"Gonorrhea","2012","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","899","117.0","768,400"
"Gonorrhea","2011","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","826","108.6","760,721"
"Gonorrhea","2010","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","1,010","134.1","752,953"
"Gonorrhea","2009","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","969","131.7","736,004"
"Gonorrhea","2008","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","1,045","143.5","728,264"
"Chlamydia","2020 (COVID-19 Pandemic)","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","4,847","585.2","828,249"
"Chlamydia","2019","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","5,854","706.8","828,249"
"Chlamydia","2018","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","6,019","734.4","819,611"
"Chlamydia","2017","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","5,391","664.7","811,041"
"Chlamydia","2016","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","5,361","667.7","802,948"
"Chlamydia","2015","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","4,603","578.8","795,278"
"Chlamydia","2014","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","4,468","568.0","786,604"
"Chlamydia","2013","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","5,210","670.1","777,548"
"Chlamydia","2012","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","4,434","577.0","768,400"
"Chlamydia","2011","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","4,504","592.1","760,721"
"Chlamydia","2010","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","4,458","592.1","752,953"
"Chlamydia","2009","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","4,715","640.6","736,004"
"Chlamydia","2008","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","3,864","530.6","728,264"
"Early Non-Primary, Non-Secondary Syphilis","2020 (COVID-19 Pandemic)","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","70","8.5","828,249"
"Early Non-Primary, Non-Secondary Syphilis","2019","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","65","7.8","828,249"
"Early Non-Primary, Non-Secondary Syphilis","2018","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","36","4.4","819,611"
"Early Non-Primary, Non-Secondary Syphilis","2017","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","49","6.0","811,041"
"Early Non-Primary, Non-Secondary Syphilis","2016","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","57","7.1","802,948"
"Early Non-Primary, Non-Secondary Syphilis","2015","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","47","5.9","795,278"
"Early Non-Primary, Non-Secondary Syphilis","2014","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","33","4.2","786,604"
"Early Non-Primary, Non-Secondary Syphilis","2013","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","30","3.9","777,548"
"Early Non-Primary, Non-Secondary Syphilis","2012","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","38","4.9","768,400"
"Early Non-Primary, Non-Secondary Syphilis","2011","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","49","6.4","760,721"
"Early Non-Primary, Non-Secondary Syphilis","2010","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","14","1.9","752,953"
"Early Non-Primary, Non-Secondary Syphilis","2009","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","23","3.1","736,004"
"Early Non-Primary, Non-Secondary Syphilis","2008","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","23","3.2","728,264"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","97","11.7","828,249"
"Primary and Secondary Syphilis","2019","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","94","11.3","828,249"
"Primary and Secondary Syphilis","2018","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","30","3.7","819,611"
"Primary and Secondary Syphilis","2017","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","57","7.0","811,041"
"Primary and Secondary Syphilis","2016","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","58","7.2","802,948"
"Primary and Secondary Syphilis","2015","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","41","5.2","795,278"
"Primary and Secondary Syphilis","2014","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","47","6.0","786,604"
"Primary and Secondary Syphilis","2013","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","52","6.7","777,548"
"Primary and Secondary Syphilis","2012","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","38","4.9","768,400"
"Primary and Secondary Syphilis","2011","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","27","3.5","760,721"
"Primary and Secondary Syphilis","2010","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","9","1.2","752,953"
"Primary and Secondary Syphilis","2009","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","27","3.7","736,004"
"Primary and Secondary Syphilis","2008","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","16","2.2","728,264"
